model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name,website_verified,logo_verified,verification_source
colbertv2.0,colbert-ir,https://huggingface.co/colbert-ir/colbertv2.0,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"colbertv2.0 is a specialized information retrieval model designed to efficiently search and retrieve relevant documents from large datasets, leveraging the transformers library for its advanced natural language processing capabilities.",1990705,366,,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen2.5-32B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2.5-32B-Instruct,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2.5-32B-Instruct is a text-generation AI model designed for creating precise and detailed responses, tailored to specific instructions, with a maximum context length of 32,000 tokens, developed by Qwen using the transformers library.",1989696,358,text-generation,transformers,YES,YES,Known official domain + HTTP verification
GLM-4.7-Flash,zai-org,https://huggingface.co/zai-org/GLM-4.7-Flash,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"GLM-4.7-Flash is a text-generation AI model used for creating new text that is coherent and relevant to the input prompt, leveraging the transformers library, and managed by zai-org.",1948824,1831,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3.6-27B-AWQ-INT4,cyankiwi,https://huggingface.co/cyankiwi/Qwen3.6-27B-AWQ-INT4,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Qwen3.6-27B-AWQ-INT4 is a specialized AI model designed for generating text that accurately matches given image and textual inputs, using the Transformers library, and maintained by cyankiwi.",1945481,110,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
distilgpt2,distilbert,https://huggingface.co/distilbert/distilgpt2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"distilgpt2 is a distilled version of GPT-2 designed for text generation tasks, utilizing the transformers library to enable efficient and scalable deployment.",1940717,639,text-generation,transformers,YES,YES,DuckDuckGo search + HTTP verification
resnet50.a1_in1k,timm,https://huggingface.co/timm/resnet50.a1_in1k,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"resnet50.a1_in1k is a pre-trained image classification model from the timm library, based on the ResNet-50 architecture, specifically fine-tuned on the ImageNet-1K dataset.",1936518,43,image-classification,timm,YES,YES,DuckDuckGo search + HTTP verification
llava-1.5-7b-hf,llava-hf,https://huggingface.co/llava-hf/llava-1.5-7b-hf,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"llava-1.5-7b-hf is a specialized AI model within the llava-hf organization, designed for generating text from images and text inputs, using the transformers library.",1927882,372,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
wav2vec2-large-xlsr-53-telugu,anuragshas,https://huggingface.co/anuragshas/wav2vec2-large-xlsr-53-telugu,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,A Wav2Vec2 model fine-tuned for automatic speech recognition of Telugu speech using the OpenSLR Telugu dataset.,1925382,5,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
faster-whisper-tiny,Systran,https://huggingface.co/Systran/faster-whisper-tiny,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,faster-whisper-tiny is a lightweight automatic speech recognition model developed by Systran specifically designed for high performance in real-time speech transcription tasks using the ctranslate2 library.,1923900,25,automatic-speech-recognition,ctranslate2,YES,YES,DuckDuckGo search + HTTP verification
Ternary-Bonsai-27B-mlx-2bit,prism-ml,https://huggingface.co/prism-ml/Ternary-Bonsai-27B-mlx-2bit,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Ternary-Bonsai-27B-mlx-2bit is a 27 billion-parameter AI model developed by prism-ml specifically for text generation, optimized in the MLX library for efficient 2-bit quantization, enhancing its performance and energy efficiency.",1919520,185,text-generation,mlx,YES,YES,DuckDuckGo search + HTTP verification
Bonsai-27B-mlx-1bit,prism-ml,https://huggingface.co/prism-ml/Bonsai-27B-mlx-1bit,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Bonsai-27B-mlx-1bit is a text-generation AI model developed by prism-ml, optimized in 1-bit precision for efficient computation, tailored for applications requiring concise and efficient text generation tasks.",1919048,232,text-generation,mlx,YES,YES,DuckDuckGo search + HTTP verification
wav2vec2-large-voxrex-swedish,KBLab,https://huggingface.co/KBLab/wav2vec2-large-voxrex-swedish,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"wav2vec2-large-voxrex-swedish is a specialized automatic speech recognition model trained on Swedish speech data, leveraging the Transformers library, designed for high-quality speech transcription tasks.",1917715,13,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-1.7B-Base,Qwen,https://huggingface.co/Qwen/Qwen3-1.7B-Base,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-1.7B-Base is a specialized text-generation AI model designed for creating coherent and contextually rich text, ideal for applications requiring high-quality natural language outputs.",1911362,78,text-generation,transformers,YES,YES,Known official domain + HTTP verification
Qwen2.5-Coder-14B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2.5-Coder-14B-Instruct is a specialized AI model designed for text generation, tailored for professional coding tasks, utilizing the transformers library.",1910108,182,text-generation,transformers,YES,YES,Known official domain + HTTP verification
tf_efficientnetv2_s.in21k_ft_in1k,timm,https://huggingface.co/timm/tf_efficientnetv2_s.in21k_ft_in1k,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The tf_efficientnetv2_s.in21k_ft_in1k model from the timm organization is a pre-trained image classification model that has been fine-tuned on the ImageNet-1k dataset and validated on the ImageNet-21k dataset, optimized for efficiency and accuracy in image classification tasks.",1897857,4,image-classification,timm,YES,YES,DuckDuckGo search + HTTP verification
nemotron-3.5-asr-streaming-0.6b-gguf,handy-computer,https://huggingface.co/handy-computer/nemotron-3.5-asr-streaming-0.6b-gguf,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The nemotron-3.5-asr-streaming-0.6b-gguf model is a specialized automatic speech recognition system designed for real-time transcription, developed by handy-computer using the transcribe.cpp library.",1890210,6,automatic-speech-recognition,transcribe.cpp,YES,YES,DuckDuckGo search + HTTP verification
spkrec-ecapa-voxceleb,speechbrain,https://huggingface.co/speechbrain/spkrec-ecapa-voxceleb,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"spkrec-ecapa-voxceleb is a speech model developed by speechbrain for speaker recognition tasks, trained on the VoxCeleb dataset, enabling accurate voiceprint identification and verification.",1886337,341,,speechbrain,YES,YES,DuckDuckGo search + HTTP verification
Qwen2.5-Coder-14B-Instruct-AWQ,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct-AWQ,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2.5-Coder-14B-Instruct-AWQ is a specialized AI model designed for generating human-like text, optimized for coding and programming tasks, with 14 billion parameters, using the transformers library.",1879061,24,text-generation,transformers,YES,YES,Known official domain + HTTP verification
musicgen-medium,facebook,https://huggingface.co/facebook/musicgen-medium,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"musicgen-medium is a text-to-audio AI model developed by Facebook specifically designed for generating music tracks from textual descriptions, providing a pipeline for text input to produce audio output, utilizing the transformers library.",1877098,167,text-to-audio,transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen3-4B-Base,Qwen,https://huggingface.co/Qwen/Qwen3-4B-Base,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen3-4B-Base is a text-generation AI model designed for creating coherent and contextually relevant text, suitable for applications such as generating human-like responses in chatbots and content generation.",1876075,96,text-generation,transformers,YES,YES,Known official domain + HTTP verification
Huihui-Qwen3.8-27B-abliterated-GGUF,huihui-ai,https://huggingface.co/huihui-ai/Huihui-Qwen3.8-27B-abliterated-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Huihui-Qwen3.8-27B-abliterated-GGUF is a specialized AI model designed for the image-text-to-text task, using the transformers library, trained on a dataset that has been partially ablated for enhanced performance in generating coherent text from images and prompts.",1869259,503,image-text-to-text,transformers,YES,YES,DuckDuckGo search + HTTP verification
Laguna-XS-2.1-APEX-GGUF,mudler,https://huggingface.co/mudler/Laguna-XS-2.1-APEX-GGUF,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"Laguna-XS-2.1-APEX-GGUF is a specialized AI model designed for advanced natural language processing tasks, providing enhanced capabilities in text analysis and understanding.",1860777,12,,,YES,YES,DuckDuckGo search + HTTP verification
wav2vec2-large-xlsr-53-persian,jonatasgrosman,https://huggingface.co/jonatasgrosman/wav2vec2-large-xlsr-53-persian,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The wav2vec2-large-xlsr-53-persian model by jonatasgrosman is a specialized automatic speech recognition system designed for Persian, utilizing the latest transformer architecture to process audio inputs and convert them into text with high accuracy.",1858751,28,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
e5-large-v2,intfloat,https://huggingface.co/intfloat/e5-large-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"e5-large-v2 is a sentence similarity model developed by intfloat, utilizing the sentence-transformers library, designed to accurately compare and quantify the similarity between sentences.",1857780,282,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
filipino-wav2vec2-l-xls-r-300m-official,Khalsuu,https://huggingface.co/Khalsuu/filipino-wav2vec2-l-xls-r-300m-official,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The filipino-wav2vec2-l-xls-r-300m-official model, developed by Khalsuu, is a specialized automatic speech recognition system using Wav2Vec 2.0 architecture and trained on the XLS-R 300M dataset, optimized for processing and understanding Filipino language in audio files.",1852784,2,automatic-speech-recognition,transformers,YES,YES,DuckDuckGo search + HTTP verification
fairface_age_image_detection,dima806,https://huggingface.co/dima806/fairface_age_image_detection,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The fairface_age_image_detection model, developed by dima806, is a specialized image classification AI designed to accurately detect and categorize the age range of individuals in images using the transformers library.",1851274,81,image-classification,transformers,YES,YES,DuckDuckGo search + HTTP verification
docling-layout-heron,docling-project,https://huggingface.co/docling-project/docling-layout-heron,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"docling-layout-heron is a specialized AI model designed for advanced document layout analysis, aiding in the precise identification and categorization of text blocks and images within complex documents, essential for tasks such as document processing and electronic document management.",1847933,53,,,YES,YES,DuckDuckGo search + HTTP verification
paraphrase-mpnet-base-v2,sentence-transformers,https://huggingface.co/sentence-transformers/paraphrase-mpnet-base-v2,https://duckduckgo.com/,https://duckduckgo.com/favicon.ico,"The paraphrase-mpnet-base-v2 model from sentence-transformers is designed for sentence similarity tasks, capable of generating embeddings that can be used to measure the semantic similarity between sentences efficiently.",1841907,50,sentence-similarity,sentence-transformers,YES,YES,DuckDuckGo search + HTTP verification
Qwen2-VL-2B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2-VL-2B-Instruct,https://qwen.ai/,https://qwen.ai/favicon.ico,"Qwen2-VL-2B-Instruct is a specialized AI model designed for generating text that aligns with both visual and textual inputs, using the Instruct prompt style, trained on a 2 billion parameter base, and optimized for tasks requiring image-text-to-text synthesis.",1831357,518,image-text-to-text,transformers,YES,YES,Known official domain + HTTP verification
