model_name,organization,source_url,official_website,logo_url,description,downloads,likes,pipeline_tag,library_name
wav2vec2-xls-r-300m-cs-250,comodoro,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,https://huggingface.co/comodoro/wav2vec2-xls-r-300m-cs-250,https://huggingface.co/api/organizations/comodoro/avatar,This model is a fine-tuned version of [facebook/wav2vec2-xls-r-300m](https://huggingface.co/facebook/wav2vec2-xls-r-300m) on the common_voice 8.0 dataset as well as other datasets listed below.,1796222,3,automatic-speech-recognition,transformers
Qwen3.5-122B-A10B-FP8,Qwen,https://huggingface.co/Qwen/Qwen3.5-122B-A10B-FP8,https://huggingface.co/Qwen/Qwen3.5-122B-A10B-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"<img width=""400px"" src=""https://qianwen-res.oss-accelerate.aliyuncs.com/logo_qwen3.5.png"">",1786023,115,image-text-to-text,transformers
Qwen3-14B,Qwen,https://huggingface.co/Qwen/Qwen3-14B,https://huggingface.co/Qwen/Qwen3-14B,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",1769792,458,text-generation,transformers
Qwen3-Coder-Next-FP8,Qwen,https://huggingface.co/Qwen/Qwen3-Coder-Next-FP8,https://huggingface.co/Qwen/Qwen3-Coder-Next-FP8,https://huggingface.co/api/organizations/Qwen/avatar,"Today, we're announcing **Qwen3-Coder-Next-FP8**, an open-weight language model designed specifically for coding agents and local development. It features the following key enhancements:",1767161,177,text-generation,transformers
Qwen3-8B-AWQ,Qwen,https://huggingface.co/Qwen/Qwen3-8B-AWQ,https://huggingface.co/Qwen/Qwen3-8B-AWQ,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwen.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",1766672,53,text-generation,transformers
Ornith-1.0-9B,ornith-ai,https://huggingface.co/ornith-ai/Ornith-1.0-9B,https://huggingface.co/ornith-ai/Ornith-1.0-9B,https://huggingface.co/api/organizations/ornith-ai/avatar,"<img width=""600px"" src=""assets/ornith_logo.png"">",1764324,540,text-generation,transformers
chatterbox,ResembleAI,https://huggingface.co/ResembleAI/chatterbox,https://huggingface.co/ResembleAI/chatterbox,https://huggingface.co/api/organizations/ResembleAI/avatar,"<img width=""800"" alt=""cb-big2"" src=""https://github.com/user-attachments/assets/bd8c5f03-e91d-4ee5-b680-57355da204d1"" />",1758570,1776,text-to-speech,chatterbox
esmfold_v1,facebook,https://huggingface.co/facebook/esmfold_v1,https://huggingface.co/facebook/esmfold_v1,https://huggingface.co/api/organizations/facebook/avatar,"ESMFold is a state-of-the-art end-to-end protein folding model based on an ESM-2 backbone. It does not require any lookup or MSA step, and therefore does not require any external databases to be present in order to make predictions. As a result, inference time is very significantly faster than AlphaFold2. For details on the model architecture and training, please refer to the [accompanying paper](https://www.science.org/doi/10.1126/science.ade2574).",1752389,53,,transformers
TRELLIS.2-4B,microsoft,https://huggingface.co/microsoft/TRELLIS.2-4B,https://huggingface.co/microsoft/TRELLIS.2-4B,https://huggingface.co/api/organizations/microsoft/avatar,**Model Name:** TRELLIS.2-4B,1750513,1160,image-to-3d,trellis2
TinyLlama-1.1B-Chat-v1.0,TinyLlama,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0,https://huggingface.co/TinyLlama/TinyLlama-1.1B-Chat-v1.0,https://huggingface.co/api/organizations/TinyLlama/avatar,"<div align=""center"">",1749916,1760,text-generation,transformers
faster-whisper-tiny-int8,rhasspy,https://huggingface.co/rhasspy/faster-whisper-tiny-int8,https://huggingface.co/rhasspy/faster-whisper-tiny-int8,https://huggingface.co/api/organizations/rhasspy/avatar,faster-whisper-tiny-int8 is an AI model published by rhasspy and hosted on Hugging Face.,1746212,7,,transformers
resnet18.a3_in1k,timm,https://huggingface.co/timm/resnet18.a3_in1k,https://huggingface.co/timm/resnet18.a3_in1k,https://huggingface.co/api/organizations/timm/avatar,A ResNet-B image classification model.,1732735,0,image-classification,timm
parakeet-tdt-0.6b-v3,mlx-community,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v3,https://huggingface.co/mlx-community/parakeet-tdt-0.6b-v3,https://huggingface.co/api/organizations/mlx-community/avatar,This model was converted to MLX format from [nvidia/parakeet-tdt-0.6b-v3](https://huggingface.co/nvidia/parakeet-tdt-0.6b-v3) using [the conversion script](https://gist.github.com/senstella/77178bb5d6ec67bf8c54705a5f490bed). Please refer to [original model card](https://huggingface.co/nvidia/parakeet-tdt-0.6b-v3) for more details on the model.,1731673,54,automatic-speech-recognition,mlx
DeepSeek-V4-Flash,deepseek-ai,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash,https://huggingface.co/deepseek-ai/DeepSeek-V4-Flash,https://huggingface.co/api/organizations/deepseek-ai/avatar,<!-- markdownlint-disable first-line-h1 --> <!-- markdownlint-disable html --> <!-- markdownlint-disable no-duplicate-header -->,1727171,2174,text-generation,transformers
Qwen2.5-Coder-32B-Instruct,Qwen,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,https://huggingface.co/Qwen/Qwen2.5-Coder-32B-Instruct,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwenlm.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",1722846,2118,text-generation,transformers
Depth-Anything-V2-Small-hf,depth-anything,https://huggingface.co/depth-anything/Depth-Anything-V2-Small-hf,https://huggingface.co/depth-anything/Depth-Anything-V2-Small-hf,https://huggingface.co/api/organizations/depth-anything/avatar,"Depth Anything V2 is trained from 595K synthetic labeled images and 62M+ real unlabeled images, providing the most capable monocular depth estimation (MDE) model with the following features: - more fine-grained details than Depth Anything V1 - more robust than Depth Anything V1 and SD-based models (e.g., Marigold, Geowizard) - more efficient (10x faster) and more lightweight than SD-based models - impressive fine-tuned performance with our pre-trained models",1714389,46,depth-estimation,transformers
bge-base-en,BAAI,https://huggingface.co/BAAI/bge-base-en,https://huggingface.co/BAAI/bge-base-en,https://huggingface.co/api/organizations/BAAI/avatar,"**Recommend switching to newest [BAAI/bge-base-en-v1.5](https://huggingface.co/BAAI/bge-base-en-v1.5), which has more reasonable similarity distribution and same method of usage.**",1707538,62,feature-extraction,transformers
Qwen2.5-0.5B,Qwen,https://huggingface.co/Qwen/Qwen2.5-0.5B,https://huggingface.co/Qwen/Qwen2.5-0.5B,https://huggingface.co/api/organizations/Qwen/avatar,"Qwen2.5 is the latest series of Qwen large language models. For Qwen2.5, we release a number of base language models and instruction-tuned language models ranging from 0.5 to 72 billion parameters. Qwen2.5 brings the following improvements upon Qwen2:",1695265,442,text-generation,transformers
stable-diffusion-xl-base-1.0,stabilityai,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,https://huggingface.co/stabilityai/stable-diffusion-xl-base-1.0,https://huggingface.co/api/organizations/stabilityai/avatar,"[SDXL](https://arxiv.org/abs/2307.01952) consists of an [ensemble of experts](https://arxiv.org/abs/2211.01324) pipeline for latent diffusion: In a first step, the base model is used to generate (noisy) latents, which are then further processed with a refinement model (available here: https://huggingface.co/stabilityai/stable-diffusion-xl-refiner-1.0/) specialized for the final denoising steps. Note that the base model can be used as a standalone module.",1677646,8100,text-to-image,diffusers
ms-marco-MiniLM-L12-v2,cross-encoder,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L12-v2,https://huggingface.co/cross-encoder/ms-marco-MiniLM-L12-v2,https://huggingface.co/api/organizations/cross-encoder/avatar,This model was trained on the [MS Marco Passage Ranking](https://github.com/microsoft/MSMARCO-Passage-Ranking) task.,1670176,111,text-ranking,sentence-transformers
audio.cpp-gguf,audio-cpp,https://huggingface.co/audio-cpp/audio.cpp-gguf,https://huggingface.co/audio-cpp/audio.cpp-gguf,https://huggingface.co/api/organizations/audio-cpp/avatar,This directory contains audio.cpp-native GGUF conversions of multiple speech models. These files are intended for use with [audio.cpp](https://github.com/0xShug0/audio.cpp).,1666672,92,text-to-speech,audio.cpp
multi-qa-mpnet-base-dot-v1,sentence-transformers,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,https://huggingface.co/sentence-transformers/multi-qa-mpnet-base-dot-v1,https://huggingface.co/api/organizations/sentence-transformers/avatar,"This is a [sentence-transformers](https://www.SBERT.net) model: It maps sentences & paragraphs to a 768 dimensional dense vector space and was designed for **semantic search**. It has been trained on 215M (question, answer) pairs from diverse sources. For an introduction to semantic search, have a look at: [SBERT.net - Semantic Search](https://www.sbert.net/examples/applications/semantic-search/README.html)",1665704,194,sentence-similarity,sentence-transformers
clip-vit-base-patch16,openai,https://huggingface.co/openai/clip-vit-base-patch16,https://huggingface.co/openai/clip-vit-base-patch16,https://huggingface.co/api/organizations/openai/avatar,"Disclaimer: The model card is taken and modified from the official CLIP repository, it can be found [here](https://github.com/openai/CLIP/blob/main/model-card.md).",1663966,166,zero-shot-image-classification,transformers
Qwen2.5-VL-7B-Instruct-AWQ,Qwen,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct-AWQ,https://huggingface.co/Qwen/Qwen2.5-VL-7B-Instruct-AWQ,https://huggingface.co/api/organizations/Qwen/avatar,"<a href=""https://chat.qwenlm.ai/"" target=""_blank"" style=""margin: 2px;""> <img alt=""Chat"" src=""https://img.shields.io/badge/%F0%9F%92%9C%EF%B8%8F%20Qwen%20Chat%20-536af5"" style=""display: inline-block; vertical-align: middle;""/> </a>",1662332,105,image-text-to-text,transformers
whisper-base,openai,https://huggingface.co/openai/whisper-base,https://huggingface.co/openai/whisper-base,https://huggingface.co/api/organizations/openai/avatar,"Whisper is a pre-trained model for automatic speech recognition (ASR) and speech translation. Trained on 680k hours of labelled data, Whisper models demonstrate a strong ability to generalise to many datasets and domains **without** the need for fine-tuning.",1661004,287,automatic-speech-recognition,transformers
resnet-50,microsoft,https://huggingface.co/microsoft/resnet-50,https://huggingface.co/microsoft/resnet-50,https://huggingface.co/api/organizations/microsoft/avatar,ResNet model pre-trained on ImageNet-1k at resolution 224x224. It was introduced in the paper [Deep Residual Learning for Image Recognition](https://arxiv.org/abs/1512.03385) by He et al.,1648609,506,image-classification,transformers
wav2vec2-large-xls-r-300m-Urdu,kingabzpro,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu,https://huggingface.co/kingabzpro/wav2vec2-large-xls-r-300m-Urdu,https://huggingface.co/api/organizations/kingabzpro/avatar,A fine-tuned [XLS-R 300M](https://huggingface.co/facebook/wav2vec2-xls-r-300m) CTC model for Urdu automatic speech recognition. It transcribes **16 kHz mono** audio and includes an optional 5-gram KenLM decoder.,1644320,14,automatic-speech-recognition,transformers
parakeet-unified-en-0.6b-gguf,handy-computer,https://huggingface.co/handy-computer/parakeet-unified-en-0.6b-gguf,https://huggingface.co/handy-computer/parakeet-unified-en-0.6b-gguf,https://huggingface.co/api/organizations/handy-computer/avatar,GGUF conversions of [nvidia/parakeet-unified-en-0.6b](https://huggingface.co/nvidia/parakeet-unified-en-0.6b) for use with [transcribe.cpp](https://github.com/handy-computer/transcribe.cpp).,1638149,5,automatic-speech-recognition,transcribe.cpp
Qwen2-VL-7B-Instruct-AWQ,Qwen,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct-AWQ,https://huggingface.co/Qwen/Qwen2-VL-7B-Instruct-AWQ,https://huggingface.co/api/organizations/Qwen/avatar,"We're excited to unveil **Qwen2-VL**, the latest iteration of our Qwen-VL model, representing nearly a year of innovation.",1621319,48,image-text-to-text,transformers
resnet18.a1_in1k,timm,https://huggingface.co/timm/resnet18.a1_in1k,https://huggingface.co/timm/resnet18.a1_in1k,https://huggingface.co/api/organizations/timm/avatar,A ResNet-B image classification model.,1608576,14,image-classification,timm
moondream2,vikhyatk,https://huggingface.co/vikhyatk/moondream2,https://huggingface.co/vikhyatk/moondream2,https://huggingface.co/api/organizations/vikhyatk/avatar,"⚠️ This repository contains the latest version of Moondream 2, our previous generation model. The latest version of Moondream is [Moondream 3 (Preview)](https://huggingface.co/moondream/moondream3-preview).",1605038,1435,image-text-to-text,transformers
Meta-Llama-3-8B-Instruct,meta-llama,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3-8B-Instruct,https://huggingface.co/api/organizations/meta-llama/avatar,Meta-Llama-3-8B-Instruct is an AI model published by meta-llama and hosted on Hugging Face.,1592247,4898,text-generation,transformers
faster-whisper-base,Systran,https://huggingface.co/Systran/faster-whisper-base,https://huggingface.co/Systran/faster-whisper-base,https://huggingface.co/api/organizations/Systran/avatar,This repository contains the conversion of [openai/whisper-base](https://huggingface.co/openai/whisper-base) to the [CTranslate2](https://github.com/OpenNMT/CTranslate2) model format.,1578651,34,automatic-speech-recognition,ctranslate2
tiny-Qwen3ForCausalLM,trl-internal-testing,https://huggingface.co/trl-internal-testing/tiny-Qwen3ForCausalLM,https://huggingface.co/trl-internal-testing/tiny-Qwen3ForCausalLM,https://huggingface.co/api/organizations/trl-internal-testing/avatar,This is a minimal model built for unit tests in the [TRL](https://github.com/huggingface/trl) library.,1563105,1,text-generation,transformers
bert-large-portuguese-cased,neuralmind,https://huggingface.co/neuralmind/bert-large-portuguese-cased,https://huggingface.co/neuralmind/bert-large-portuguese-cased,https://huggingface.co/api/organizations/neuralmind/avatar,"BERTimbau Large is a pretrained BERT model for Brazilian Portuguese that achieves state-of-the-art performances on three downstream NLP tasks: Named Entity Recognition, Sentence Textual Similarity and Recognizing Textual Entailment. It is available in two sizes: Base and Large.",1561757,74,fill-mask,transformers
Qwen3-VL-30B-A3B-Instruct-AWQ,QuantTrio,https://huggingface.co/QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,https://huggingface.co/QuantTrio/Qwen3-VL-30B-A3B-Instruct-AWQ,https://huggingface.co/api/organizations/QuantTrio/avatar,Base Model: [Qwen/Qwen3-VL-30B-A3B-Instruct](https://www.modelscope.cn/models/Qwen/Qwen3-VL-30B-A3B-Instruct),1544360,45,text-generation,transformers
